iyear;imonth;iday;country;region;success;suicide;attacktype1;targtype1;targsubtype1;natlty1;guncertain1;weaptype1;individual;ransom;gname
2008;3;18;141;6;1;0;2;14;84;141;0;5;0;0;Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J)
2008;3;18;95;10;1;0;3;4;37;422;0;6;0;0;Iraqs Jihadist Leagues
2008;3;18;95;10;1;0;3;4;35;217;0;6;0;0;Ansar al-Islam
2008;3;19;4;6;1;0;7;16;90;4;0;8;0;0;Taliban
2008;3;19;160;5;1;0;2;2;18;160;1;5;0;0;New Peoples Army (NPA)
2008;3;19;97;10;1;0;3;14;75;97;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
2008;3;19;97;10;1;0;3;14;75;97;0;6;0;0;Al-Aqsa Martyrs Brigade
2008;3;19;97;10;1;0;3;14;71;97;0;6;0;0;Hamas (Islamic Resistance Movement)
2008;3;19;167;9;1;0;7;20;0;167;0;5;0;0;Chechen Rebels
2008;3;19;4;6;1;0;2;14;67;4;0;5;0;0;Taliban
2008;3;19;97;10;1;0;3;14;71;97;0;6;0;0;Popular Resistance Committees
2008;3;19;182;11;1;0;9;4;37;65;0;13;0;0;Islamic Courts Union (ICU)
2008;3;19;97;10;1;0;3;4;27;97;0;6;0;0;Popular Resistance Committees
2008;3;19;97;10;0;0;3;4;27;97;0;6;0;0;Popular Resistance Committees
2008;3;19;92;6;1;0;3;3;22;92;0;6;0;0;Al-Madina
2008;3;19;97;10;1;0;3;14;75;97;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
2008;3;19;97;10;1;0;3;4;27;97;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
2008;3;20;153;6;1;1;3;4;27;153;0;6;0;0;Tehrik-i-Taliban Pakistan (TTP)
2008;3;20;4;6;1;0;3;14;80;4;1;6;0;0;Taliban
2008;3;20;97;10;1;0;3;14;75;97;0;6;0;0;Palestinian Islamic Jihad (PIJ)
2008;3;20;97;10;1;0;3;14;75;97;0;6;0;0;Palestinian Islamic Jihad (PIJ)
2008;3;20;123;11;1;0;3;4;35;123;1;6;0;0;Tuareg extremists
2008;3;20;4;6;1;0;1;3;25;4;0;13;0;0;Taliban
2008;3;20;141;6;1;0;2;14;84;141;1;9;0;0;Janatantrik Terai Mukti Morcha (JTMM)
2008;3;21;185;8;1;0;3;3;22;185;0;6;0;0;Basque Fatherland and Freedom (ETA)
2008;3;21;4;6;1;0;2;2;18;4;1;9;0;0;Taliban
2008;3;21;97;10;1;0;2;14;73;97;0;5;0;0;Al-Aqsa Martyrs Brigade
2008;3;22;186;6;1;1;3;4;32;186;0;6;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;3;22;4;6;1;0;9;4;37;422;0;13;0;0;Hizb-I-Islami
2008;3;22;97;10;1;0;3;14;75;97;0;6;0;0;Palestinian Islamic Jihad (PIJ)
2008;3;22;147;11;1;0;3;4;32;147;0;6;0;0;Movement for the Emancipation of the Niger Delta (MEND)
2008;3;22;186;6;1;0;3;4;35;186;0;6;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;3;20;123;11;1;0;6;4;29;123;0;13;0;0;Tuareg extremists
2008;3;23;4;6;1;0;3;4;27;4;0;6;0;0;Hizb-I-Islami
2008;3;24;97;10;1;0;3;14;75;97;0;6;0;0;Palestinian Extremists
2008;3;24;97;10;1;0;3;4;34;97;0;6;0;0;Palestinian Extremists
2008;3;24;92;6;1;0;2;19;100;92;1;5;0;0;Black Widows
2008;3;24;4;6;1;0;2;3;23;4;0;5;0;0;Taliban
2008;3;24;97;10;1;0;3;14;75;97;0;6;0;0;Palestinian Islamic Jihad (PIJ)
2008;3;24;97;10;1;0;3;14;75;97;0;6;0;0;Palestinian Extremists
2008;3;25;153;6;1;0;2;14;67;4;0;5;0;0;Taliban
2008;3;26;4;6;1;0;3;14;74;4;0;6;0;0;Taliban
2008;3;26;4;6;1;0;3;4;37;422;0;6;0;0;Taliban
2008;3;26;4;6;1;0;2;4;37;422;0;5;0;0;Taliban
2008;3;26;186;6;1;0;3;3;25;186;1;6;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;3;26;97;10;1;0;2;14;72;97;0;5;0;0;Palestinian Extremists
2008;3;26;97;10;1;0;3;14;67;97;0;6;0;0;Palestinian Islamic Jihad (PIJ)
2008;3;26;97;10;1;0;3;14;75;97;0;6;0;0;Jaish Al-Umma (Army of the Nation)
2008;3;26;4;6;1;0;3;3;23;4;1;6;0;0;Taliban
2008;3;26;4;6;1;0;3;3;23;4;1;6;0;0;Taliban
2008;3;26;95;10;1;0;2;14;67;95;0;5;0;0;Mahdi Army
2008;3;26;95;10;1;0;2;14;67;95;0;5;0;0;Mahdi Army
2008;3;27;97;10;1;0;3;4;27;97;0;6;0;0;Al-Aqsa Martyrs Brigade
2008;3;27;97;10;1;0;3;14;75;97;0;6;0;0;Palestinian Islamic Jihad (PIJ)
2008;3;27;97;10;1;0;3;14;75;97;0;6;0;0;Popular Resistance Committees
2008;3;27;4;6;1;0;7;10;54;4;0;5;0;0;Islamist extremists
2008;3;28;4;6;1;0;1;2;18;4;0;13;0;0;Taliban
2008;3;28;4;6;1;0;9;3;23;4;0;13;0;0;Taliban
2008;3;28;97;10;0;0;3;4;34;97;0;6;0;0;Palestinian Islamic Jihad (PIJ)
2008;3;28;97;10;0;0;3;14;75;97;0;6;0;0;Popular Resistance Committees
2008;3;28;97;10;0;0;3;14;75;97;0;6;0;0;Al-Aqsa Martyrs Brigade
2008;3;28;97;10;1;0;3;14;70;97;0;6;0;0;Palestinian Extremists
2008;3;28;97;10;0;0;3;14;75;97;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
2008;3;28;97;10;1;0;3;14;75;97;0;6;0;0;Palestinian Islamic Jihad (PIJ)
2008;3;28;153;6;1;0;6;10;55;216;1;13;0;1;Haqqani Network
2008;3;29;95;10;1;0;2;2;18;95;0;5;0;0;Mahdi Army
2008;3;29;4;6;1;0;3;3;23;4;1;6;0;0;Taliban
2008;3;29;97;10;1;0;3;14;75;97;0;6;0;0;Popular Resistance Committees
2008;3;29;97;10;1;0;3;14;75;97;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
2008;3;29;97;10;1;0;3;4;27;97;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
2008;3;29;186;6;1;0;2;2;15;186;1;5;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;3;29;4;6;1;0;3;3;25;4;0;6;0;0;Taliban
2008;3;29;92;6;1;0;2;14;67;92;1;8;0;0;Maoists
2008;3;29;4;6;1;0;3;4;37;422;0;6;0;0;Taliban
2008;3;29;4;6;1;0;9;4;37;422;0;13;0;0;Taliban
2008;3;29;4;6;1;0;3;4;37;422;0;6;0;0;Taliban
2008;3;29;4;6;1;0;3;4;37;422;0;6;0;0;Taliban
2008;3;29;182;11;1;0;3;2;17;182;1;6;0;0;Muslim extremists
2008;3;29;141;6;1;0;3;15;86;141;0;6;0;0;Nepal Defense Army
2008;3;29;4;6;1;0;1;2;18;4;0;13;0;0;Taliban
2008;3;29;6;10;0;1;3;2;0;6;0;6;0;0;Algerian Islamic Extremists
2008;3;30;97;10;1;0;3;4;36;97;0;6;0;0;Palestinian Islamic Jihad (PIJ)
2008;3;30;4;6;1;0;2;2;18;4;1;5;0;0;Taliban
2008;3;30;185;8;1;0;3;16;89;185;0;6;0;0;Basque Fatherland and Freedom (ETA)
2008;3;31;97;10;1;0;3;14;75;97;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
2008;3;31;182;11;1;0;3;4;34;182;0;6;0;0;Muslim extremists
2008;3;31;4;6;1;0;3;14;73;4;1;6;0;0;Taliban
2008;3;31;205;5;1;0;3;3;25;205;0;6;0;0;Separatists
2008;4;1;4;6;1;1;3;3;22;4;1;6;0;0;Taliban
2008;4;1;92;6;1;0;2;14;75;92;0;5;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;1;92;6;1;0;2;14;68;92;0;9;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;1;45;3;0;0;3;21;106;45;1;6;0;0;Revolutionary Armed Forces of Colombia (FARC)
2008;4;1;141;6;1;0;3;2;21;141;0;6;0;0;Janatantrik Terai Mukti Morcha- Goit (JTMM-G)
2008;4;1;153;6;1;0;2;14;73;153;1;5;0;0;Tehrik-i-Taliban Pakistan (TTP)
2008;4;1;186;6;1;0;2;2;21;186;1;5;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;4;1;186;6;1;0;3;15;0;186;1;6;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;4;2;95;10;1;0;2;14;67;95;1;13;0;0;Al-Qaida in Iraq
2008;4;2;153;6;1;0;2;3;25;153;0;5;0;0;Baloch Liberation Army (BLA)
2008;4;2;92;6;0;0;1;2;15;92;1;13;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;2;95;10;1;0;3;14;76;95;1;6;0;0;Al-Qaida in Iraq
2008;4;2;160;5;1;0;6;8;48;160;0;5;0;0;Abu Sayyaf Group (ASG)
2008;4;2;95;10;1;0;3;14;76;95;1;6;0;0;Al-Qaida in Iraq
2008;4;3;182;11;1;0;9;14;75;182;0;13;0;0;Islamic Courts Union (ICU)
2008;4;3;160;5;1;0;2;12;61;160;0;5;0;0;Moro Islamic Liberation Front (MILF)
2008;4;3;45;3;1;0;2;15;85;69;1;9;0;0;Revolutionary Armed Forces of Colombia (FARC)
2008;4;3;182;11;1;0;1;2;18;182;1;13;0;0;Muslim extremists
2008;4;3;92;6;1;0;6;3;25;92;1;9;0;0;Al-Badr
2008;4;3;95;10;1;0;3;3;22;95;0;6;0;0;Ansar al-Islam
2008;4;4;92;6;1;0;2;1;12;92;1;5;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;4;92;6;1;0;6;22;109;141;0;13;0;0;Maoists
2008;4;4;160;5;1;0;6;14;68;160;0;5;0;0;Moro Islamic Liberation Front (MILF)
2008;4;4;92;6;1;0;2;14;68;92;0;5;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;4;141;6;1;0;6;14;84;141;0;13;0;-9;Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J)
2008;4;4;155;10;1;0;2;7;45;999;0;5;0;0;The Nations Army
2008;4;5;141;6;1;0;6;14;84;141;0;5;0;0;Maoists
2008;4;5;141;6;1;0;9;22;109;141;1;13;0;0;Communist Party of Nepal- Maoist (CPN-M)
2008;4;5;6;10;1;0;3;4;29;6;0;6;0;0;Algerian Islamic Extremists
2008;4;5;141;6;1;0;6;2;15;141;1;13;0;0;Young Communist League
2008;4;5;141;6;1;0;9;2;15;141;1;13;0;0;Young Communist League
2008;4;5;6;10;1;0;2;3;24;6;0;5;0;0;Al-Qaida in the Islamic Maghreb (AQIM)
2008;4;6;228;10;1;0;3;1;1;217;0;6;0;0;Al-Qaida in Yemen
2008;4;6;186;6;1;1;3;2;18;186;0;6;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;4;6;160;5;1;0;1;4;34;160;1;5;0;0;New Peoples Army (NPA)
2008;4;6;182;11;1;0;3;14;67;182;1;6;0;0;Muslim extremists
2008;4;6;160;5;1;0;2;4;34;160;1;5;0;0;New Peoples Army (NPA)
2008;4;7;95;10;1;0;9;17;94;95;1;13;0;0;Al-Qaida in Iraq
2008;4;7;92;6;1;0;3;19;100;92;1;6;0;0;United Liberation Front of Assam (ULFA)
2008;4;7;141;6;1;0;6;2;19;141;1;13;0;0;Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J)
2008;4;7;141;6;1;0;3;2;19;141;1;6;0;0;Samyukta Janatantrik Terai Mukti Morcha (SJTMM)
2008;4;7;141;6;1;0;3;1;7;141;1;6;0;0;Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J)
2008;4;7;4;6;1;0;3;2;18;4;0;6;0;0;Taliban
2008;4;8;160;5;1;0;6;14;73;160;1;5;0;0;Abu Sayyaf Group (ASG)
2008;4;8;95;10;1;0;3;19;99;95;1;6;0;0;Al-Qaida in Iraq
2008;4;8;92;6;1;0;2;17;0;92;1;5;0;0;Maoists
2008;4;8;92;6;1;0;6;14;77;92;0;13;0;1;Peoples Revolutionary Party of Kangleipak (PREPAK)
2008;4;8;6;10;1;0;3;4;34;6;0;6;0;0;Al-Qaida in the Islamic Maghreb (AQIM)
2008;4;8;95;10;1;0;3;19;99;95;1;6;0;0;Al-Qaida in Iraq
2008;4;9;97;10;1;0;2;21;108;97;0;5;0;0;Palestinian Islamic Jihad (PIJ)
2008;4;9;92;6;1;0;2;14;68;92;1;5;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;9;182;11;1;0;3;6;44;182;0;6;0;0;Al-Shabaab
2008;4;9;182;11;1;0;7;14;75;182;0;13;0;0;Islamic Courts Union (ICU)
2008;4;9;97;10;1;0;2;14;77;97;1;5;0;0;Al-Aqsa Martyrs Brigade
2008;4;9;6;10;1;0;2;14;77;44;0;5;0;0;Algerian Islamic Extremists
2008;4;10;92;6;1;0;3;14;78;92;1;6;0;0;Karbi Longri North Cachar Liberation Front (KLNLF)
2008;4;10;92;6;1;0;2;14;84;92;1;5;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;10;160;5;0;0;7;16;90;160;1;8;0;0;New Peoples Army (NPA)
2008;4;11;182;11;1;0;9;14;75;182;0;13;0;0;Islamic Courts Union (ICU)
2008;4;11;186;6;1;0;2;14;71;186;1;5;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;4;11;92;6;1;0;2;22;109;92;1;5;0;0;National Socialist Council of Nagaland-Khaplang (NSCN-K)
2008;4;12;185;8;1;0;3;16;92;185;0;6;0;0;Basque Fatherland and Freedom (ETA)
2008;4;12;4;6;1;1;3;1;12;92;1;6;0;0;Taliban
2008;4;12;94;10;1;0;3;15;86;94;0;6;0;0;Jihadi Movement of the Sunna People of Iran
2008;4;12;92;6;1;0;9;14;68;92;1;13;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;13;92;6;1;0;3;3;22;92;1;6;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;13;4;6;1;0;2;3;25;4;0;5;0;0;Taliban
2008;4;13;92;6;1;0;2;4;34;92;1;5;0;0;United Liberation Front of Assam (ULFA)
2008;4;13;92;6;1;0;6;2;15;92;1;13;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;13;155;10;0;0;1;2;18;155;1;5;0;0;Al-Aqsa Martyrs Brigade
2008;4;13;138;5;1;0;3;14;78;24;1;6;0;0;Shan State Army - South (SSA-S)
2008;4;13;182;11;1;0;2;8;48;216;0;5;0;0;Al-Shabaab
2008;4;13;95;10;1;0;2;14;67;95;1;5;0;0;Al-Qaida in Iraq
2008;4;13;160;5;1;0;3;16;90;160;1;6;0;0;New Peoples Army (NPA)
2008;4;13;160;5;1;0;3;15;0;160;1;6;0;0;Abu Sayyaf Group (ASG)
2008;4;13;160;5;1;0;3;1;2;160;1;6;0;0;Abu Sayyaf Group (ASG)
2008;4;13;228;10;1;0;2;4;34;228;1;5;0;0;Al-Qaida in Yemen
2008;4;13;45;3;1;0;3;21;107;45;1;6;0;0;Revolutionary Armed Forces of Colombia (FARC)
2008;4;13;167;9;1;0;2;2;14;167;1;5;0;0;Caucasus Emirate
2008;4;14;95;10;1;0;2;14;75;95;1;5;0;0;Al-Qaida in Iraq
2008;4;14;78;8;1;0;3;7;45;173;0;6;0;0;Forbidden Blockade (Greece)
2008;4;14;97;10;1;0;3;14;0;97;1;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
2008;4;14;228;10;1;0;3;4;27;228;1;6;0;0;Al-Qaida in Yemen
2008;4;14;141;6;1;0;2;2;18;141;1;9;0;0;Communist Party of Nepal- Maoist (CPN-M)
2008;4;14;65;11;1;0;3;1;1;65;1;6;0;0;Ogaden National Liberation Front (ONLF)
2008;4;15;92;6;1;0;6;14;68;92;0;5;0;0;Hizbul Mujahideen (HM)
2008;4;15;95;10;1;1;3;14;67;95;0;6;0;0;Al-Qaida in Iraq
2008;4;15;95;10;1;0;3;19;99;95;1;6;0;0;Al-Qaida in Iraq
2008;4;15;4;6;1;0;2;15;85;4;1;5;0;0;Taliban
2008;4;15;95;10;1;0;2;14;77;95;1;5;0;0;Mahdi Army
2008;4;15;95;10;1;0;3;3;23;95;1;6;0;0;Islamic State of Iraq (ISI)
2008;4;16;92;6;1;0;3;19;100;92;0;6;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;17;185;8;1;0;3;2;21;185;0;6;0;0;Basque Fatherland and Freedom (ETA)
2008;4;17;34;11;1;0;2;4;34;34;0;5;0;0;National Liberation Front (FNL) (Burundi)
2008;4;17;141;6;1;0;7;14;84;141;1;8;0;0;Young Communist League
2008;4;17;167;9;1;0;6;3;25;167;0;5;0;0;Caucasus Emirate
2008;4;18;78;8;1;0;7;7;46;173;0;8;0;0;Anti-Democratic Struggle
2008;4;18;78;8;1;0;7;7;45;209;0;8;0;0;Anti-Democratic Struggle
2008;4;18;34;11;1;0;2;4;34;34;0;5;0;0;National Liberation Front (FNL) (Burundi)
2008;4;19;155;10;1;0;3;14;73;97;0;6;0;0;Democratic Front for the Liberation of Palestine (DFLP)
2008;4;19;92;6;1;0;2;14;73;92;0;5;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;19;92;6;1;0;9;14;67;92;1;13;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;19;6;10;1;0;3;4;34;6;0;6;0;0;Algerian Islamic Extremists
2008;4;20;186;6;1;0;3;15;85;186;1;6;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;4;20;4;6;1;0;6;8;48;4;0;13;0;0;Taliban
2008;4;20;92;6;1;0;6;17;94;92;0;9;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;20;4;6;1;0;6;8;48;4;0;13;0;0;Taliban
2008;4;20;185;8;1;0;3;14;79;185;0;6;0;0;Basque Fatherland and Freedom (ETA)
2008;4;20;147;11;1;0;3;21;108;142;1;6;0;0;Movement for the Emancipation of the Niger Delta (MEND)
2008;4;20;4;6;1;0;9;14;77;4;0;13;0;0;Taliban
2008;4;20;69;8;1;0;7;15;86;69;0;8;0;0;LW
2008;4;20;4;6;1;0;6;8;50;4;1;13;0;0;Taliban
2008;4;20;141;6;1;0;3;2;18;141;0;6;0;0;Terai Cobra
2008;4;20;95;10;1;0;2;3;25;95;1;5;0;0;Islamic State of Iraq (ISI)
2008;4;20;45;3;1;0;2;14;72;45;1;5;0;0;Revolutionary Armed Forces of Colombia (FARC)
2008;4;21;4;6;1;0;6;14;67;4;1;13;0;0;Taliban
2008;4;22;92;6;1;0;2;2;15;92;1;5;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;22;34;11;1;0;3;15;87;221;1;6;0;0;National Liberation Front (FNL) (Burundi)
2008;4;22;4;6;1;0;7;8;49;4;1;8;0;0;Taliban
2008;4;22;92;6;1;0;2;1;12;92;1;13;0;0;Jharkhand Liberation Tigers (JLT)
2008;4;22;45;3;1;0;3;14;77;45;1;6;0;0;Revolutionary Armed Forces of Colombia (FARC)
2008;4;22;213;11;1;0;6;14;67;213;1;13;0;0;Lords Resistance Army (LRA)
2008;4;23;4;6;1;1;3;3;25;4;0;6;0;0;Taliban
2008;4;23;4;6;1;1;3;2;20;4;0;6;0;0;Taliban
2008;4;23;195;11;1;0;6;14;67;195;0;13;0;0;Lords Resistance Army (LRA)
2008;4;23;153;6;1;0;2;8;48;153;0;5;0;0;Baloch Liberation Army (BLA)
2008;4;23;153;6;1;0;6;4;34;153;0;5;0;0;Tehrik-i-Taliban Pakistan (TTP)
2008;4;23;228;10;1;0;3;3;22;228;0;6;0;0;Al-Qaida in Yemen
2008;4;24;92;6;1;0;3;2;18;92;0;6;0;0;Kangleipak Communist Party (KCP)
2008;4;24;6;10;1;0;6;4;34;6;1;13;0;0;Al-Qaida in the Islamic Maghreb (AQIM)
2008;4;25;186;6;1;0;3;19;99;186;1;6;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;4;25;160;5;1;0;6;4;34;160;0;5;0;0;New Peoples Army (NPA)
2008;4;25;4;6;1;0;2;2;18;4;1;5;0;0;Taliban
2008;4;25;153;6;1;0;2;1;0;153;1;13;0;0;Tehrik-i-Taliban Pakistan (TTP)
2008;4;26;92;6;1;0;6;14;77;92;1;5;0;1;National Liberation Front of Tripura (NLFT)
2008;4;26;92;6;1;0;9;1;12;92;0;13;0;0;Hmar Peoples Convention-Democracy (HPC-D)
2008;4;26;153;6;1;0;3;21;106;153;0;6;0;0;Baloch Republican Army (BRA)
2008;4;27;4;6;1;0;2;14;67;4;0;5;0;0;Taliban
2008;4;27;182;11;1;0;9;14;75;182;0;13;0;0;Islamic Courts Union (ICU)
2008;4;27;155;10;1;0;2;19;99;97;0;5;0;0;Al-Aqsa Martyrs Brigade
2008;4;27;155;10;1;0;2;15;85;97;0;5;0;0;Al-Aqsa Martyrs Brigade
2008;4;27;92;6;1;0;3;14;67;92;1;6;0;0;Hizbul Mujahideen (HM)
2008;4;27;153;6;1;0;3;21;106;153;0;6;0;0;Baloch Republican Army (BRA)
2008;4;27;4;6;1;0;1;2;17;4;0;6;0;0;Haqqani Network
2008;4;27;182;11;0;0;9;14;75;182;0;13;0;0;Islamic Courts Union (ICU)
2008;4;27;153;6;1;0;2;17;0;153;0;5;0;0;Tehrik-i-Taliban Pakistan (TTP)
2008;4;28;45;3;1;0;6;8;48;45;1;13;0;1;Revolutionary Armed Forces of Colombia (FARC)
2008;4;28;186;6;0;0;3;19;101;186;1;6;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;4;28;155;10;0;0;2;19;99;97;0;5;0;0;Al-Aqsa Martyrs Brigade
2008;4;29;153;6;1;0;1;3;25;153;0;13;0;0;Baloch Liberation Army (BLA)
2008;4;29;4;6;1;1;3;3;25;4;0;6;0;0;Taliban
2008;4;29;153;6;1;0;2;4;34;153;0;5;0;0;Baloch Liberation Army (BLA)
2008;4;29;160;5;1;0;9;14;75;160;0;13;0;0;Moro Islamic Liberation Front (MILF)
2008;4;29;92;6;1;0;3;2;21;92;0;6;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;28;213;11;1;0;6;14;67;213;1;13;0;0;Allied Democratic Forces (ADF)
2008;4;29;45;3;1;0;3;21;108;45;1;6;0;0;Revolutionary Armed Forces of Colombia (FARC)
2008;4;29;155;10;1;0;3;3;24;97;0;6;0;0;Al-Fatah
2008;4;29;97;10;1;0;3;3;24;97;0;6;0;0;Al-Mujahedin Brigades (Palestine)
2008;4;30;4;6;1;0;7;1;12;4;0;8;0;0;Taliban
2008;4;30;141;6;0;0;1;22;109;141;0;5;0;0;Madhesi Mukti Tigers (MMT)
2008;4;30;92;6;1;0;3;2;21;92;0;6;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;30;92;6;1;0;2;14;68;92;0;9;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;4;30;97;10;1;0;3;14;75;97;0;6;0;0;Palestinian Islamic Jihad (PIJ)
2008;5;1;92;6;1;0;3;4;39;92;0;6;0;0;United National Liberation Front (UNLF)
2008;5;1;95;10;1;1;3;14;78;95;1;6;0;0;Al-Qaida in Iraq
2008;5;1;141;6;1;0;9;14;77;141;1;13;0;0;Maoists
2008;5;1;185;8;1;0;3;2;21;185;0;6;0;0;Basque Fatherland and Freedom (ETA)
2008;5;1;185;8;1;0;3;2;21;185;0;6;0;0;Basque Fatherland and Freedom (ETA)
2008;5;1;174;11;1;0;3;19;99;334;1;6;0;0;Movement of Democratic Forces of Casamance
2008;5;1;42;11;1;0;2;12;62;69;0;5;0;0;Gunmen
2008;5;1;97;10;1;0;3;1;0;95;0;6;0;0;Al-Aqsa Martyrs Brigade
2008;5;1;45;3;1;0;9;21;107;45;1;13;0;0;Revolutionary Armed Forces of Colombia (FARC)
2008;5;1;4;6;1;0;3;14;73;4;1;6;0;0;Taliban
2008;5;2;19;6;1;0;2;3;25;19;1;9;0;0;Purbo Banglar Communist Party
2008;5;2;95;10;1;0;6;19;99;95;1;13;0;0;Al-Qaida in Iraq
2008;5;2;141;6;1;0;6;2;18;141;1;5;0;0;Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J)
2008;5;2;95;10;1;0;6;14;67;95;0;13;0;0;Islamic State of Iraq (ISI)
2008;5;3;186;6;1;0;3;21;107;186;1;6;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;5;3;6;10;0;0;3;20;0;6;0;6;0;0;Algerian Islamic Extremists
2008;5;3;6;10;1;0;3;3;23;6;0;6;0;0;Algerian Islamic Extremists
2008;5;3;92;6;1;0;2;2;18;92;1;13;0;0;Hizbul Mujahideen (HM)
2008;5;4;92;6;1;0;2;2;15;92;1;5;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;5;4;147;11;1;0;3;21;108;147;0;6;0;0;Movement for the Emancipation of the Niger Delta (MEND)
2008;5;4;205;5;1;0;3;21;107;205;1;6;0;0;Runda Kumpulan Kecil (RKK)
2008;5;4;182;11;0;0;2;10;53;334;1;5;0;0;Al-Shabaab
2008;5;5;141;6;1;0;6;14;67;141;0;5;0;0;Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J)
2008;5;5;155;10;1;0;3;3;24;97;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
2008;5;5;155;10;1;0;3;3;24;97;0;6;0;0;Popular Front for the Liberation of Palestine (PFLP)
2008;5;5;186;6;1;0;3;15;85;186;1;6;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;5;5;205;5;1;0;7;21;107;205;1;11;0;0;Runda Kumpulan Kecil (RKK)
2008;5;5;141;6;1;0;2;22;109;141;1;5;0;0;Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J)
2008;5;5;95;10;1;0;6;14;67;95;1;13;0;0;Islamic State of Iraq (ISI)
2008;5;5;97;10;1;0;3;3;24;97;0;6;0;0;Popular Resistance Committees
2008;5;5;44;4;1;0;7;19;99;44;1;8;0;0;Eastern Turkistan Islamic Movement (ETIM)
2008;5;6;4;6;1;0;9;1;13;217;0;13;0;0;Taliban
2008;5;6;155;10;1;0;3;3;24;155;1;6;0;0;Democratic Front for the Liberation of Palestine (DFLP)
2008;5;6;45;3;1;0;3;14;67;45;1;6;0;0;Revolutionary Armed Forces of Colombia (FARC)
2008;5;6;45;3;1;0;3;21;108;45;1;6;0;0;Revolutionary Armed Forces of Colombia (FARC)
2008;5;6;123;11;1;0;2;4;27;334;0;5;0;0;Tuareg extremists
2008;5;6;92;6;1;0;7;14;76;92;1;8;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;5;7;4;6;1;0;1;3;25;4;0;6;0;0;Taliban
2008;5;7;141;6;1;0;6;3;25;141;0;5;0;0;Janatantrik Terai Mukti Morcha- Rajan Mukti (JTMM-R)
2008;5;7;182;11;1;0;3;4;34;334;1;6;0;0;Mujahideen Youth Movement (MYM)
2008;5;7;110;10;1;0;3;14;67;110;0;6;0;0;Hezbollah
2008;5;7;92;6;1;0;3;3;23;92;1;6;0;0;Communist Party of India - Maoist (CPI-Maoist)
2008;5;8;110;10;1;0;2;14;84;110;0;5;0;0;Future movement (Lebanon)
2008;5;8;160;5;1;0;1;2;18;160;0;5;0;0;New Peoples Army (NPA)
2008;5;8;186;6;1;0;2;14;67;186;1;5;0;0;Liberation Tigers of Tamil Eelam (LTTE)
2008;5;8;205;5;1;0;7;21;107;205;1;11;0;0;Runda Kumpulan Kecil (RKK)
2008;5;8;205;5;1;0;7;21;107;205;1;11;0;0;Runda Kumpulan Kecil (RKK)
